user_id,comment_text,post_id,thread_id,post_time
955920,"Look in column on left and click on ""How to enter math expressions.""  The root thingy is kinda tricky.  Say it's a cubed root of xy, then you type:   

root((x*y),3)",1859,308,1359762629
1355521,"oh ok thanks so much :). ",1662,221,1359762675
1904673,"I have watched the videos multiple times until I understood each concept. I have even gone back to the earlier videos to confirm some things. I paused the videos and attempted to answer the examples throughout until I understood the concepts. It takes time and patience as it would if you were in class. I eventually, and too my surprise, answered the questions in the integer exponent quiz when I gave myself no chance. I've never done maths at any level higher than Grade 12. Stick with it.",1469,177,1359763810
955920,"Love, love, love Khan Academy. I started tutoring students in grades 6-12 this year after being away from Math and Science since the early '90s, so I've been reviewing forgotten topics at www.khanacademy.org. The first week, Khan gave me a ""METEOR BADGE"" for being a ""good listener"" - - and now I want more badges!",232,40,1359763878
1987548,"The problem to be solved is the equation on the left, and the answer is the format on the right. If you work through the problem on the left you will end up with the format K * z^r / x^s* y^t where K= a number r= exponent of z, s = exponent of x and t = exponent of y....For example if we break down the equation by separating the like terms we get (4/6 * x^-2/x^-8 * y^5/y^-5 * z^-2/z^5) ^-2 we can then work out each term separately ie 4/6 reduced to (2/3)^-2 = (3/2)^2 = 9/4...........so the value of K = 9/4, continue the same way to find the missing exponents.  I.E. If you end up with x^10, then on the right replace s with 10....",1917,242,1359765380
1904673,"Ok, I got it. (-6/-36)^-2 is not right. Start from (4/6)^-2= 6/4x6/4 (The negative exponent flips the equation)

6/4 x 6/4 = 36/16 = 18/8 = 9/4 = 2 1/4 = 2.25",1928,177,1359765481
1451765,"I am hoping this might help students that are confused about ALEKS. I've been using both sides, ALEKS and the regular course materials. Now that I have spent a lot of time in ALEKS, I want to put in a good word for that system, especially since so many students have been upset at the fact that it has a cost. From what I can tell, ALEKS is very much like a good tutor watching over your shoulder, telling you when you are doing well and when not, but encouraging you to keep pushing to the next goal. It permits you to do a great many problems, if you wish, and that seems to be a help in developing skill and facility with Algebra. It also forces you to concentrate on what is the most effective next step along the way. I didn't like the cost. Who does? But, I personally have found that there is a good deal of value in using ALEKS. It is fully integrated with the course materials. It points you to the videos as well as sections of the recommended text, in case you didn't want to spend your money on the book. It also keeps track of exactly where you are, and recommends parts that you might want to REVIEW. It keeps helpful lists. That seems a pretty good trade-off, considering that the cost of the book is at least what you have to pay for ALEKS.",344,40,1359765631
1451765,"I am hoping this might help students that are confused about ALEKS. I've been using both sides, ALEKS and the regular course materials. Now that I have spent a lot of time in ALEKS, I want to put in a good word for that system, especially since so many students have been upset at the fact that it has a cost. From what I can tell, ALEKS is very much like a good tutor watching over your shoulder, telling you when you are doing well and when not, but encouraging you to keep pushing to the next goal. It permits you to do a great many problems, if you wish, and that seems to be a help in developing skill and facility with Algebra. It also forces you to concentrate on what is the most effective next step along the way. I didn't like the cost. Who does? But, I personally have found that there is a good deal of value in using ALEKS. It is fully integrated with the course materials. It points you to the videos as well as sections of the recommended text (which is embedded in ALEKS), in case you didn't want to spend your money on the book. It also keeps track of exactly where you are at all times, and recommends parts that you might want to REVIEW. It keeps helpful lists. That seems a pretty good trade-off, considering that the cost of the book is at least what you have to pay for ALEKS.",344,40,1359766106
2065134,"nice copy paste skills",1248,168,1359766422
1987548,"if you show exactly what your typing in, perhaps we can help",1924,293,1359766471
1987548,"Just saw your screenshot..........should read -23*sqrt(9)",1916,323,1359766774
2471583,"No problem Stan, happy to help!  ",1936,220,1359766798
583917,"I love your idea Carol, I hope others will be up for it too. So two thumps up for me. :)  Now I have to do those practice problems on Aleks...for some reason it stopped working so my husband had to look it over. It worked 2 days ago. ",1880,223,1359767067
2047152,"Totally agree as I'm in the same boat financially. I think these courses are amazing and that they're free and involves us committing our time to maximise the benefits. At the same time, I'm kind of stoked that I found out about ALEKS. It looks great and will use it down the track. This particular course is exactly what I need to help me with my discrete mathematics subject at the end of the year. I do get a bit fed up when people are so negative though. Why can't people just appreciate the work these lecturers have gone through to make this possible?",1155,195,1359767087
2254299,"I'm from Brazil, Sao Paulo.",56,4,1359767313
2121442,"Leilah, I am SO sorry.  I misread what you typed in. Your original answer was totally correct, just not simplified as far as it could simplified.

You entered your answer as 3*sqrt(8)+21*sqrt(2). The first term, 3*sqrt(8), can be simplified a bit more to 3*sqrt(4)*sqrt(2) = 3*2*sqrt(2) = 6*sqrt(2).  This, added to the second term, 21*sqrt(2), equals 27*sqrt(2), which is what the system was spitting back out at you.

Like I said, you were right all along. Sorry for making this WAY more complicated than it had to be.
",1741,260,1359767487
2060344,"Thanks Shirley!  I've had to brush up on my pre-algebra just before this class with khan academy (it's been some 16 years) so I'm reasoning all the steps out needlessly and prob confusing others in the process : /",1936,220,1359767628
2254299,"Olá sou do Brasil tb de São Paulo, estou estudando com a Patricia. Quando tivermos dúvidas podemos tirar em grupo qualquer coisa me add no msn annapcar@hotmail.com",1624,4,1359767714
2254299,"Oi Paty... estamos aqui...",1854,4,1359767808
2254299,"Oi Paty... estamos aqui...",1854,4,1359767810
2348580,"4 * xy ^ 2 * root ((x * y ^ 2), 3) used in the preview gave that answer as correct but gave the wrong answer. I'm sure the calculation is right ...",408,67,1359767930
2436785,"Thank you!.I tried other ways but did not work out.I will try this form
",1574,53,1359768007
2194966,"Thanks that worked!  Although I'm still not sure why...",1941,292,1359768301
2458530,"I clarified a couple of things with 'How to enter math expressions'",1087,174,1359768331
2254299,"Well my rating appears correct, however the answer is considered wrong ... I've tried a lot of times, did not understand?",408,67,1359768493
2111441,"I believe the first assignment (the exercises in Stitz and Zeager) is based on the reading from the same text (pages 1-10) not the video lectures.  There does seem to be a mistake where the homework says that the first assignment is section 1.1.5, when it actually appears to be section 1.1.4 (as you pointed out).",1387,39,1359769562
1435476,"David, I tried to find you on the site but I'm lost.  Can't find the group you referred to.   ",920,51,1359770409
1904673,"(4/6)^-2 = 6/4^2. Flip the fraction when a negative exponent is applied.
Therefore ans = 6/4*6/4
=36/16
Then reduce the fraction to the lowest possible denominator.
=9/4
Separate the whole numbers 
= 2 1/4.
I had to get help from a friend who is an advanced maths graduate.",1927,320,1359770526
2280572,"I can't get the computer to recognize the sq root symbol. i put sqrt and i tried root neither one works. I what is the solution, is it me or the system.  ",342,55,1359772004
2167192,"o mesmo aconteceu comigo!!!!!
",408,67,1359772872
2255499,"William --- did you put whatever is under the radical in parentheses preceded by sqrt.
so let's suppose your answer was  -6 * sqrt (3*x)    Everywhere where there is implied multiplication, you must use the * and whatever is under the radical goes inside parentheses.   I just made this problem up.   Hope this helps.",342,55,1359773327
2346066,"I got the answer.. But wen i enter it, it says my ans is not matching.. So can u pls put up the answer for that??
",1162,59,1359773407
2436785,"Thank you!.I tried other ways but did not work out.I will try this form.
",1574,53,1359773833
583917,"You got the answer right 2.25 is correct yet I just flipped the 16/36. 36/16 = 2.25",1928,177,1359773911
2200313,"NOT equal and, most important, NOT correct too! Sorry!",1775,196,1359774218
2200313,"Is NOT correct answer! Sorry!",1776,104,1359774278
2436785,"I entered(4*x*y^2)*root(y*x^2),3).I got it right,but this single quiz ate my whole afternoon.",1574,53,1359774347
2436785,"I entered(4*x*y^2)*root(y*x^2),3).I got it right,but this single quiz ate my whole afternoon.",1574,53,1359774349
2408907,"Hi Maciek,
Anita here :) . I am Polish-Canadian living in Pennsylvania, USA now.
Good luck with the course !",151,4,1359774439
253842,"Have you signed up for Google+ ? If not I am not sure the link would take you there correctly.",920,51,1359775078
1792089,"First step is to group like terms (ie group $$\frac{4} {6}, \frac{ x^{-3}}{ x^{-8}}$$ etc.) keeping the negative exponent on the outside of the parenthesis. Then you use the Quotient Rule $$\frac{a^{5}}{a^{2}} = a^{5-2} = a^{3}$$ to simplify the x y z terms. Next use the power of a product rule $$(ab)^2 = a^2 b^2$$ to distribute the negative power. Then you will used Power of a Power Rule $$(a^2)^3 = a^{2*3} = a^6$$  If you have negative exponent after that used the negative exponent rule where $$a^{-3}= \frac{1}{a^3}$$. Hope that helps.",1963,296,1359775200
2276059,"YEAP, I am too stupid to figure out what they are looking for and I have tried keying in my answers in everyway. My next step is to drop but I am going to look at a couple of books on net first.",1967,296,1359775307
1792089,"mechel look at my post above. It tell you step by step how to solve the equation. All they are looking for in this quiz is a number for each question. When you have finished your simplification z will have an exponent. R=that exponent. same for all the other letters.  Enter the number by itself for your answer. ",1967,296,1359775798
2204508,"Jennifer, 

 thanks for the scribbler room. I still got the answers wrong but at least the room got me moving. ",883,149,1359775841
1435476,"Yes, I'm signed up, and I went directly to the page--I clicked on the link.  It's the intro to finance course postings.  I just tried again, scrolled down and found you, but how is that any different from using this site?  It's still navigating, scrolling through endless posts.   I just found a thread on the algebra discussion page that is explaining the quiz 3 question--I may get my answer there.   ",920,51,1359775908
253842,"No problem we can do it here.  But I was thinking if necessary we could switch to a chat mode in google plus (I think they have that capability) for a better flow of Q&A.",920,51,1359776481
2090177,"Thankee thankee! ",938,57,1359777268
1053290,"Muchos de  Bogotá y la UNAL jeje Saludos y suerte a todos!!",1092,30,1359777525
2065987,"Hello neighbor",98,4,1359777686
264952,"I am not having any problem entering my answers - the system is taking my answer and re-displaying it correctly when I press the button below the answer space (on quizzes 3 and 4). When I click on the ""submit"" button, nothing happens. If you like, I will post my quiz answers in this space.  Also, who is support for ALEKS? I cannot enter fractions - and I am following instructions. When I am supposed to enter a fraction, nothing I enter into the answer space is recorded - it remains completely blank.",1619,261,1359777796
2117550,"irrational is a decimal number that does NOT repeat or terminate.",1190,140,1359778078
1435476,"I don't know if I'm going to make it through the course.   I'm frustrated, not enjoying this at all, and I've just come off the thread I mentioned earlier more confused than ever.   !$&^$&^*%^*^",920,51,1359778080
1995932,"Could tell me if the product of an integer by an irrational is always irrational? If so, the length of a circle would always be unreasonable, but I can sever a line in one integer piece, eg 1cm, and joining its ends form a circle whose length is integer

Sorry for my english is little.",925,140,1359778349
1053290,"Alguien pudo con el Quiz: Simplified Radical Form , se que lo tengo bien pero siempre me bota error, alguna ayuda ¡?? GRACIAS",1976,30,1359778730
329648,"Hi David,

I believe questions 3 and 4 are about the coefficients of y and z.  So I would say double check your arithmetic on the 5 coefficient for the formula I posted on Scribblar (the formula I hand wrote in pink) and make sure that when you subtract a negative number, you are actually adding (i.e.:  b minus negative b is the same as b PLUS b).  And for the z, maybe you have the wrong sign on the coefficient?  It's hard to say without knowing what you have done to arrive at your answer.",1971,149,1359779036
2204508,"If this many people seem confused than the question should be made clearer. I took Calc. in college and find this class very frustrating.",1580,177,1359779209
329648,"Sorry, I meant exponents.  Please substitute the word exponent every time I said coefficient above.  Here is the corrected comment for clarity's sake:

Hi David,

I believe questions 3 and 4 are about the exponents of y and z. So I would say double check your arithmetic on the 5 exponent for the formula I posted on Scribblar (the formula I hand wrote in pink) and make sure that when you subtract a negative number, you are actually adding (i.e.: b minus negative b is the same as b PLUS b). And for the z, maybe you have the wrong sign on the exponent? It's hard to say without knowing what you have done to arrive at your answer.",1971,149,1359779277
329648,"Hi Nicolas,

Were you able to pass this quiz?  As Stephanie indicated, the quiz is asking you to enter the exponents of the variables from your equation.  So when they ask you for k, they are asking for the coefficient (number) you got in your answer and questions 2, 3, and 4 are asking for the exponents of the respective variables.",1687,149,1359779472
329648,"You're welcome, David.  Please let me know if you have any other questions.",883,149,1359779521
2077215,"""The party never ends.""  Perfect!",1985,140,1359779557
253842,"You can do it.  Take a breath and relax.  I did this to help me.  On the videos,  I stop them at the end of each segment where all the examples or explanations are done and just before switching to the next topic (some videos that is simply at the end but for others there may be 2 or 3 of these within the video).  I then take a picture using the video players' tools or if there are none I do an ALT PRINT SCREEN and I paste these to a WORD document.  I then add any notes I think are pertinent and then move on.  At the end I have a complete set of notes and snap shots of the videos. For the first weeks' worth of videos that amounted to 16 screen shots.  I then made hard copy of each quiz.  Then I can work them at my leisure Without have to have the computer even on.  I did most quizzes that way at work writing out the final formula in the way it needs to be entered and when I felt like bringing up the course I entered the ones I had finished.  So far the only video I have had to revisit is 1-9 Simplified Radical Form.  

You may want to start another thread so we do not hijack this one.   ",920,51,1359779614
2185625,"Thanks for the tip Teresa.  It worked for me.",1988,330,1359781371
1724408,"I found the following link on the left side of the main page of the course.  Perhaps it will help you out with the syntax.

http://help.coursera.org/customer/portal/articles/967821",485,67,1359783035
1955389,"Oi Patrícia! Legal, pelo visto tem muitos brasucas aqui no Coursera. Prazer em conhece-la.
.",1372,4,1359788400
1562760,"I had problems playing videos on IE. I used safari and worked
-Nohemi",2000,255,1359789022
2532872,"Hi, Orlando!  Thank you for your help in this!

I started this course just today, so please forgive me if you're already tired of answering questions about this.  I do not quite understand; how did the ^-2 turn into a ^-3 in this first example?

Please forgive my ignorance.",1538,242,1359789930
2408607,"That for the feedback.  I will not be purchasing a license based on these comments.  I expected that ALEKS was closely tied to the materials.  I am finding reviewing with my old textbooks very helpful.  The free web resources are helpful and fun as well. 
",2016,337,1359792960
2276059,"why don't they do this in video and just one 9min video is not enough for me to learn what is going on. what can I say it is free so I will try a little harder thanks so much for everyones help.
",1963,296,1359794120
1206215,"I am also having the same problem. It goes directly back to rationalizing a denominator.",1166,113,1359794153
2157106,"I will do some more reading, and go on with the quizzes. I seem to be ok with the others. I am not sure at all about my answer anymore. Luckily today I don't have to work. Thank you.",1859,308,1359794760
1646590,"thanks for reminding",1803,292,1359795090
1646590,"you should count it with the negative sign, i hope u get what i mean",2028,292,1359795569
2456758,"a problem with the quiz *program* seems to be that it accepts unsimplified expressions as correct. this apparently happens by their automatic simplification in the preview. since the purpose of the quiz is to see if you can simplify completely yourself, the automatic simplifying function of the preview defeats this. the preview will help you get the right answer if you haven't on your own ((unless somehow you've also changed the value of the expression in a mistaken attempt to completely simplify it). you can easily appreciate this glitch by entering

 sqrt(72)+3*sqrt(98)

which is the way you enter the expression on your computer keyboard just as its given in the problem. the preview sub-routine of the quiz program will then simplify the expression for you.",1741,260,1359796210
1364016,"It helped me...ThanX",906,149,1359796690
2027351,"Hi! before you write denominator, you should enclose the whole numerator like this (numerator), then add this /, and enclose the denominator like this (denominator). It should look like this:
(numerator)/(denominator). In cases where your numerator and denominator have parentheses inside, it should look like this:
(7*(x+y))/(8*(x+y)). 
Notice the double close parentheses? One for the x+y and one for closing the numerator or denominator. 
Good luck. ",1728,204,1359798215
2047152,"Apologies. Figured it out. But good thread to work out what I WILL be doing wrong down the track in terms of syntax.",2036,183,1359798826
978772,"is an example not the quiz.",1969,242,1359802067
2532872,"Sorry, O, thought I deleted that response.  I figured that out 2 seconds after I posted.  :/",1538,242,1359802378
2047152,"omg you have no idead how long i struggled on this problem - initially it was my maths but then it was my formatting. Thank you so much. I'm sure the formatting is something I have to get used to but I was going mental!",1293,206,1359804295
2465368,"The right answer of the quiz no 4 is -16-7*sqrt(14). Write this expression into the answer box.. ",1833,57,1359808666
1780727,"Thank you very much for your answer! It turned out to be quite easy but the formulation of the task was not obvious for me. Maybe differences in teaching and language.
All other questions went great, just this one bottle neck ;).
Enthusiasm was recovered very soon :).
Kind regards,
Monika",1917,242,1359809362
1954430,"I got it until that step. My next one is (9/4)(x^-10)(z^-14) because y^0 = 1 so we don't calculate Y anymore, right? After that (9/4)(1/x)^10(1/z)^14. Do I get it right until that step? What's next?",1797,179,1359809780
2082454,"that worked.thanx",290,53,1359814078
1282476,"In this case I you might want to take a closer look at the answer. You have the correct form, or at least you have the same form that I used and got a correct response. The answer itself is different, double check your signs.",2025,20,1359814668
1713972,"Grrr...""your"" not ""you're""!",2059,250,1359815755
2381593,"I had the same problem so I tried to simplify more, but I got an error message when I entered the answer. Could you please check I was wrong ?

4xy^2(x^2y)^(1/3)
=4xy^2x^(2/3)y^(1/3)
=4x^(3/3)y^(3/3)
=4xy

no?",896,145,1359816662
2141809,"donde te bota error en la respuesta?  , pero si te paso igual que a mi , no me recibia la raiz cubica , el comando para eso es root(number ) , ",1968,191,1359818747
1816365,"Same problem here, I'll give your tip a try.
",1529,217,1359821080
706722,"ditto, raleigh",67,4,1359821137
586280,"Barka, I keep looking at this and not getting it. After foiling I end up with (5*sqrt9)+(5*sqrt3)-(2*sqrt3)-1 / (sqrt9)+(sqrt3)-(sqrt3)-1 which I then get down to (15+3*sqrt3-2) / 2. Thought the answer was (13+3*sqrt(3))/2 but you say the 2 was misdirected. Can you explain this? Am I meant to divide both the 15 & 2 in the numerator by the 2 as denominator so that I get 6.5+ (3*sqrt(3)/2)?",1944,319,1359821684
253842,"Just wanted to confirm that Anonymous and Lincoln are correct with method and correct simplification.  Since no grades will count on this quiz I do not feel I am violating honor code in this instance.  Some are entering a correct formula but incorrect result.  i.e root ((x * y ^ 2), 3) rather than root((x^2*y),3).  also not including an operator in each instance ""xy"" rather than correctly using ""x*y"". ",420,67,1359821781
2497246,"Hello Mara Sella, try enclosing 13+3*sqrt(3) with another parenthesis like this(13+3*sqrt(3) / 3)",2084,319,1359823616
2497246,"Hello Mara Sella, enclose your numerator with parenthesis and try to check your answer in the denominator.",2084,319,1359823748
804993,"I had the left part simplified but then i din´t know what to do with the K z^r/(x^s) (y^t). thanks for the explanation.",898,149,1359824579
2497246,"You're right that bad link should be corrected also.",2064,344,1359824618
1274957,"I did... but nothing  (13+3*sqrt(3) / 3)",2084,319,1359825364
2044713,"THANK YOU!  That worked perfectly for me!",957,104,1359827712
1846811,"James, I agree it is a very good tool; my issue (and I'm confident this is related to my Algebra profeciency) is that the topics ALEKS is having me work on are only minimally related to the topics on which we need to complete quizzes for.  I'm considering a path similar to Mike in the comment below where I simply work in ALEKS and drop the Coursera class",2027,337,1359827894
1014658,"First, when I signed up for this course and reviewed the description initially, it was not called ""Intermediate Algebra"".  It was merely called ""Algebra"", and I have no memory of seeing the prerequisites now listed.  Of course, I took Algebra in high school...25 years ago.  And based on what I'm seeing here and elsewhere online, I suspect my education in Algebra wasn't of very high quality.",2101,351,1359828677
1014658,"Second- don't be a dick.",2101,351,1359828778
1274957,"Carl.. I used the same expression for the scientific notation quiz and there´s still an error. it´s so frustrating!!!! not only with this one, but with other quizes also. almost every single of them are wrong. and not because my anwer is wrong.  ",1844,183,1359829453
1931290,"I get -4/9 also, maybe we are not typing it in correctly?",2079,319,1359830464
1274957,"yeap.. that´s the correct answer but I´m still getting the error also. it´s frustrating ",2109,319,1359830557
1274957,"the answer is correct... but it´s impossible for me to put it in the right way :(",2079,319,1359830603
1846811,"Richard, yes I think ALEKS is a great tool and the topics covered there may be related to the material presented in the class on a given week dependent on how you test within ALEKS (or at least this is how things seem to work).  So if, like me, you test at a lower level of proficiency the topics that ALEKS covers don't really support the quizzes that we're expected to take.  This might not be the case if you test at a higher level of proficiency within ALEKS...

I have found ALEKS a great way to practice the topics that I am covering however.",2106,337,1359831719
2045320,"Mara rework the denominator, your numerator is correct.
 ",2084,319,1359831751
2045320,"try to foil the denominator with the conjugate and solve your numerator is correct",1959,319,1359831880
2083654,"Your denominator should be 2 which results after you get the sqrt of 9 which is 3 and add to it the negative 1.  This is how your denominator should look:  sqrt(3*3) + sqrt((3)*1 + sqrt(3)* -1 + (-1 )* (1).  Simplified, you will end up with:
 3 + -1 = 2.  Your last bracket around the last 3 in your answer should not be there.  
The answer should be (13+3*sqrt(3))/2.  I believe that will do it if I did not make any typing errors.  Barka was kind enough to help be.  You can see her discussion point near the top .

Shirley ",2084,319,1359832068
321026,"James, you can find the textbook excerpted on a chapter by chapter PDF basis when you click explain on an exercise in Aleks.  Not every exercise links to the book or a UCI video, but most do.  It's on the right hand side of the explanation page.  ",2027,337,1359832227
2266435,"b can not be negative when n is positive.  so -8/27=b and 2/3; 3=n is positive.  can you go from there?",2109,319,1359833308
2490762,"ok thank you. i just wanted to make sure..",1961,327,1359834007
1162981,"try like Konstantin:
 (4*(x)*(y^2))*(((x^2)*(y))^(1/3))",2033,53,1359835378
1162981,"try like Konstantin: (4*(x)(y^2))(((x^2)*(y))^(1/3))",1965,53,1359835429
828973,"Kathryn could you explain to me how did you get 9/4? I got everything right but this part I cannot get it... :S thanks a lot in advance.",1221,149,1359835471
516260,"Still not working.  No matter how many parentheses I use it still parses out incorrectly.  So maybe my math is wrong...",2033,53,1359835587
2266435,"no negative for half....rest is fine!  pull all items together no spaces good luck!",2123,319,1359837214
2266435,"7.5 I mean without saying it.",2123,319,1359837445
2266435,"sorry my error.  b can not be negative when n is even not postive.  n is not even so should work out...i'm guessing 4/9 positive...but check Patricia Booth's post as well.",2109,319,1359837573
2094145,"
Hi there,
Could someone please let me know whether I have the correct answer to the equation showing below or not? Because in the quiz it says i was wrong !

(2 sqrt7 + 3sqrt2) (sqrt7 - 5sqrt2)
= 2sqrt49 - 10sqrt14 + 3sqrt14 - 15sqrt4
= (2*7) - 7sqrt14 - (15*2)
= 14 - 7sqrt14 - 30
= - 6 - 7sqrt14",1219,41,1359837744
1906978,"Thanks for that - I always hesitate when buying subscription based stuff as I have been burned before from material with loads of padding disguised as humorous tuition or just repetition to the point of annoyance, there has been a lack of a clear structure which leads to the student feeling confident in mastery so by the sound of it ALEKS breaks the mold.",2106,337,1359838539
1787617,"try ^(1/2)",1606,228,1359838589
804993,"i was stuck on 9/4 because i was trying to eliminate the negative,  it was so simple, thanks.",1219,41,1359838691
2443751,"It is a fraction. Does this help?",2136,319,1359838765
2523785,"No...i wrote it like this...z*sqrt(14)/x*sqrt(10)*y*sqrt(20) I am out of ideas... ",2136,319,1359838908
2505537,"thanks carl :)",560,87,1359840670
1827609,"Anon, try running it again while being a little more careful with your numbers. -30 + 14 = 16, not 6",1219,41,1359840742
2497409,"In my case I Knew that my answer is right but the system was not acceptingit then what i did open my browser again in firefox instead of internet explorer and then entered the answer and it worked.",2033,53,1359841039
2045320,"In the same boat I must be missing something in my equation for Simplified Radical Form.  
",2107,319,1359841475
2523785,"I just can't get the first answer on the integers quiz. I have all the other ones correct, but I can't seem to type in the proper equation for question #1. I figured it all out so that x=10, y=20 and z=14, but I have tried 10 times to type in the equation. I think it should be z^14/x^10*y^20 But it doesn't take it...what am I doing wrong? ",1949,319,1359841785
2045320,"Think of it this way the 10^-6 is the direction from the decimal you are traveling from the decimal point.  In the case of a negative you are moving the decimal right which is a smaller and smaller number.  When the exponent is positive you are moving the decimal point to the left thereby creating a larger and larger number.  This has nothing to do with the actual number being positive or negative.  Example -0.0099 is  is -9.9*10^-3 and 9,900.00 is 9.9*10^3.  Hope this helps.
",2137,319,1359842213
2048273,"I have the same problem... when I write the answer, the preview doesn't show what I'm expecting.  Actually, how do we write the cubic root symbol?",415,41,1359842267
1451765,"Richard, just a few minutes ago I achieved a milestone in ALEKS, ""Done with Weeks 1&2"". IMHO ALEXS has a lot of value precisely because it does what you suggest, makes you practice, but towards a goal that is pictured as a pie chart an a list of topics you need to learn to get to the next level. Plus, it explains what you are doing wrong. Plus, it links to a PDF of the textbook (you aren't supposed to download it), and links to supplementary materials. If you trade off the price of the book with the price of ALEKS, and then don't buy the book, you net out pretty even,  Of course, if you can't afford the price, you can do the course without it, but probably it will take longer and you will be missing topics. I got an 'international' (paperback) version of the Textbook at something over $50. It says ""Not to be sold or purchased in North America"" but it isn't illegal to purchase it. They make this version because people in some countries REALLY cannot afford the cost. They cut their costs by making it softcover and using smaller print, basically.",2104,350,1359843363
2127457,"Kenneth, am I having the same problem you are having?  Stacy",2147,319,1359843449
2441275,"That is the same problem I am having.",2150,319,1359843685
2507005,"what was your answer?",2146,71,1359843783
2441275,"Do not forget that -2 squared is a positive 4.",2079,319,1359843816
1637876,"Ah yes, I was writing +16 but it should be -16.  I had to do the problem over again to see it, I wrote it down wrong initially.  Thanks for your help!",2025,20,1359843904
2441275,"I am having the same problem. Does anyone know how to type in a cube root?",2150,319,1359843968
1125627,"Liviu, after reading your comment, question 2-4 finally clicked for me on Quiz #3! I got the answer to k but was stuck.I was over-thinking way too much to find those answers! Thank you! :)",1080,171,1359844812
1906978,"Wow thanks for that - its really good to hear some well thought out comments, looks like I'm joining 'team ALEKS', I can appreciate some folks can't afford things but hey ho that is the way of the world - there are lots of things I want but cannot afford, but I am working on it by studying and look on ALEKS as an investment in the best bank in the world...

""Bank of Me"" :)

Thanks Bill.",2104,350,1359845048
2127457,"Found it! 

root((number),3)",2150,319,1359845131
253842,"Ana, make sure you do what Teresa recommended.  You should see that they are very different
5 ask to Rationalize  (5*sqrt(3)-2)/(sqrt(3)-1)
6 ask to Rationalize (-8/-27)^(2/3)
I may not have the exact way it displays in the quiz but you can tell there is a significant difference.",2149,330,1359845475
2334021,"At first I didn't get what was being asked but then (as I'll now suggest) I followed David O'Reilly's instruction to the letter. Just focus on simplifying the left hand equation based on the ""Property of Integer Exponents"". When that is done just match the number (that you got from simplifying the equation on the left) to the respective letter on the equation to the right and input them as your answers.

Thanks David. 
Cheers :-)",779,71,1359845799
2118926,"and whenever I wanted to put a space or enter, it just start saying that you are doing it wrong.",2159,319,1359846017
1462895,"Hi thank you for the first rule reminder. I tried to enter the existing  number without simplifying but it will not accept it. I believe that it cannot be simplified but do not know how to convey that.
Any help on that? I do not have the program and am doing it the old fashioned way!",2164,347,1359847420
2219445,"I can, when is good for you?

 ",2157,228,1359847995
2537487,"I am Cindi and I am from northeastern NC.  It's been a while since I have taken a math class so I thought I would give it a try.",14,4,1359848253
1292430,"If you scroll down the the bottom of Week 1, it gives you a list of optional exercises to try.",2103,277,1359848519
2287509,"I accidentally rated your post as ""unhelpful"" - Sorry!",1947,293,1359848610
2537487,"ditto, Elizabeth City",67,4,1359848633
2352765,"I am having the same problem but I keep working.",2176,362,1359848921
1292430,"There is a due date.  Week 1 quizzes need to be completed by Feb 2 at 9pm PST.  Typically, there's a 50% penalty for late submissions, although I haven't confirmed for this course.  However, due to the typos they are not including scores from the Week 1 quizzes in your grade.  Also, quizzes make up only a small portion of your final grade...most of your grade comes from the final exam.",1513,227,1359848938
2287509,"Hey Mark! Me too!",11,4,1359849501
2287509,"I'm in the midst of typing out my notes - I would be happy to share if there is a way I can attach them...",630,108,1359849674
2445746,Thanks!!!,1538,242,1359849676
2279261,"You will be able to bypass this error by accessing the quiz under the ""Quiz & Exam Index"" tab",1755,282,1359850133
2338760,"I can--Im egg
",2171,223,1359850382
1622454,"What did you input exactly?",2166,183,1359850716
920137,"Thank you so much for your help.",2092,350,1359850935
920137,"did it work for you?",2094,350,1359850971
516260,"Just kidding, my math was wrong =) all good now",2033,53,1359850998
1858751,"Sarah, your answer is incorrect, you need x^2 as part of the radicand (inside the radical); unless you have a different question.",2185,104,1359851090
1858751,"show us exactly what you typed in, then may be we can help.",2168,104,1359851153
2236092,"From one of the tips in the ""How to enter math expressions"" tab: 

""Multiplication between a number (4) and variable (y) requires a multiplication sign (*). E.g. enter 4*y instead of 4y.""

So in your answer the ""2y"" part fits in this type of error.",2180,347,1359851257
1375150,"Have you accounted for all your x's and y's?  I fear there is something missing.",2185,104,1359851406
2219445,"I can meet in the scibbler room anytime. ",2173,223,1359851596
2239005,"I would stick with it, this is the first time I have done this online also.  I found that if you 'chunk up' your answer and do the preview, it's easier and then you could see where you have an issue with the syntax.  Once you figured it out, you can string the whole thing together and then submit.",2186,341,1359851641
722695,"^3sqrt(4x^2y4)^3..is my answer correct..or am i super wrong?
",2146,71,1359851668
2174840,"can you go to grandma room?  I'm there. :)
",2173,223,1359851678
2236092,"I believe that in the way you put it the machine understands:  $$x^(2y)$$ instead of $$x^2.",2180,347,1359852048
2122357,"Thanks.  The program accepted my answer that way, but apparently it was wrong.  Hahaha.  Back to the beginning.  :)",2180,347,1359852055
2236092,"Your answer is right. Dind't remember that you have to do the same in the ""xy^2"" part. Put ""x*y^2"" ",2180,347,1359852376
2236092,"The expression CAN be simplified. Or what is the answer that you are putting in? Sorry, I'm also trying to practice my english here and perhaps I didn't understood what you are trying to ask.",2164,347,1359852582
2122357,"Aaahhh!  That worked!  Thank you!",2180,347,1359852688
2497409,"ok, good",2033,53,1359853066
