user_id,post_text,id,thread_id,post_time
1824355,"This is happening to me also- rationalizing an exponent quiz is defaulting to the previous quiz"" rationalizing a denominator "". Lecture us accurate",1353,203,1359598619
2285321,"count me in! ",1354,59,1359598789
1622454,"I don't understand the fuss over ALEKS, I've completed the whole week without it and I find it no handicap.",1355,195,1359598848
1762499,"I too was thinking that this was an introductory class. Perhaps I need to start at KA's Arithmetic and pre-algebra and come back to this at a later time.",1356,142,1359599089
2177271,"If you click on ""Video Lecture Index"" (left panel), it will take you to a page with a list of the videos and each of their run-times.  ",1357,224,1359599389
322610,"Due dates should not fall in the middle of a weekend. Due dates should be at the end of weekends.

Many people can spend time on courses only on weekends.",1358,227,1359599400
1793280,"By the way - I'm not a grandma myself though I am old enough to be one. I't just been a very long time since I've been in school and I'm just looking to refresh some of my math skills. I hope to take some physics in the future. I've also had a recent illness that affected my brain and I'm not sure I can take the pace of the course, but will give it a try.",1359,223,1359599862
996926,"I've gotten the suspected answer and all, I'm just not quite sure how I'd go about expressing it, or maybe I'm just having an off day. I'm not sure how I'd show an expression with a square root in it being divided by something, because it seems the parentheses mess each other up. For example, say I wanted to input (3+sqrt(5)) over 2. Well due to the parentheses (I'm guessing), the expression emulator thinks I mean to say the square root of 5 with an index of two and the square root of 3.=, but I actually want to put the entire expression over two. Anybody know how I'd get the whole expression over two instead of just getting square roots?",1360,228,1359599969
2177271,"Hi, everyone, I'm Sheila.  I live in South Carolina, but I'm originally from New York City.  This is my first Coursera class.  Good luck, everybody.",1361,4,1359600004
1838178,"Go into quizzez and exam index and start quiz there. It worked for me.",1362,203,1359600017
251217,"Took me eight attempts before I got it. First, think of (expression numerator/expression denominator)^-2 as 1 / (expression numerator / expression denominator)^+2. Then just work on the bottom part—with the +2 exponent. There are four separate rational numbers: the integer one (4/6), and the three others in x. y. and z. Put parentheses around each of these things. Then subtract the expoent in the denominator of each one from the exponent in it's numerator. Then square each one (which the ^2 for the whole thing is telling you to do). You should then have an answer in the form k (z^r / (x^s * y^t)). Make sure you write the answer in fractional form—like I didn't. I wrote it on one line with negative exponents for x and y; that form of the answer isn't acceptable to the grading software.",1363,220,1359600163
1838178,"Im getting the wrong answer when I try to solve. For a negative number we usually put 1 over the number to make it positive. But in this case I figure the fraction just inverts to be positive. Am I going about this in the wrong way?",1364,203,1359600205
377743,"u can try this:3*sqrt(3)/2+13/2",1365,99,1359600223
2156087,"Does anyone know how frequently this course is offered on Coursera? I too realize I need to brush up on my basics, but I'd like to take this class in the future. 

Also, will the videos disappear after each week os over, or will they remain up for the duration of the course? I don't care about the certificate, so maybe I'll just take a few weeks off course to take the Khan Academy classes and catch up later. ",1366,142,1359600230
1257839,"Agreed. A lot of people have full time jobs during the week.",1367,227,1359600291
1827679,"I have same problem. Russia, Visa Classic.",1368,8,1359600470
1622454,"Refresh. If it still does not load, try another browser. ",1369,226,1359600796
1622454,"Are you having a study group on the forum? I think this is not a good idea as it will force everyone to scroll all over the place. I have created a facebook group: ""Coursera Intermediate Algebra (UCIrvine) (High-Schoolers)"" which you can join here: https://www.facebook.com/groups/571026009593202/",1370,59,1359601099
1864683,"Hi, I am Diane from Washington state, USA.  Just outside of Seattle, actually. :)  I started off with coursera taking an astronomy course and realized a week in that I needed to brush up on my math! So here I am. :)",1371,4,1359601223
1955389,"I'm from Brazil, Rio de Janeiro.",1372,4,1359601375
2322575,"Hi I'm Jackie. I'm Missouri ",1373,4,1359601380
1792089,"$$-\sqrt4=-2$$  and $$\frac{3} {4} = 0.75$$ a repeating number would be something like .3333333... or 0.6666...

the $$\sqrt7$$ is 2.6457513110645905905016157536393.... 

the $$\sqrt5$$ is 2.2360679774997896964091736687313...

see the difference",1374,222,1359601416
2446067,"The problem summary:
On the rationalizing denominators quiz, I have been having problems entering in my answer. I have tried the problem over and over, yet come to the same answer every time. However, the program will NOT accept my answer. Is this a glitch?

The problem I recieved was (5*sqrt(3)-2)/sqrt(3)-1

The answer I could produce was (13+3*sqrt(3))/8",1375,229,1359601458
1864683,"It is definitely a person that is speaking with a very valley girl (read; annoyed) inflection.  I laughed so hard!  I had to show my husband so he could laugh with me!!!

The woman in the videos that show a person is nice, very sing songy but it comes across ok.  But the lecture videos with no person, egads.  That woman would annoy me from day 1.

Now I make it a game to find the funniest comments.  I notice as the lectures go on, she calms down a bit, or I am becoming accustomed.

Too funny that there was already a thread on this.

For those outside the US: [Valleyspeak on wikipedia][1]


  [1]: http://en.wikipedia.org/wiki/Valleyspeak",1376,80,1359601494
2272630,"Hello... I am from  Stockton, California...",1377,4,1359601520
1792089,"Shea that is correct... was fraction are you trying to enter
",1378,203,1359601545
1864683,"Sorry to say but it looks like your answer is wrong.  Keep trying, you have the input layout correct, just need to correct the equation :)",1379,229,1359601640
2446067,"I apologize if I have broken any regulations of Coursera, but I would really like to find out whether I have truly screwed up the problem or if the program is just messing with me.",1380,229,1359601695
1864683,"What browser do you use?  I am using firefox and am having no problems at all. :)",1381,226,1359601710
2446067,"Could you please point out a possible error?",1382,229,1359601740
1864683,"I am guessing it has to do with the fact that not everyones weekends fall on the same day.  It might be sunday 9pm for you, but monday for someone in australia.",1383,227,1359601765
1864683,"Try khan academy!  They start you with the basics and go from there, and have instructional videos if you don't know something. :)

[https://www.khanacademy.org/][1]


  [1]: https://www.khanacademy.org/",1384,142,1359601856
2446067,"I multiplied the expression by the conjugate of the denominator, as it said to do in the lecture, and properly FOILed, but I cannot seem to get another answer than the one I stated before.",1385,229,1359602037
1864683,"I am not a grandma but I am old enough to be one! (I am 40)

We can start a group of older ladies if you don't me not having kids.  Otherwise I may be shunted with the young adults.  eep!",1386,223,1359602084
1864683,"Here is a copy and paste from the week one page.

 READING AND HOMEWORK ASSIGNMENT (ungraded)

Read Stitz and Zeager pgs. 1-10 on sets of numbers. Do exercises section 1.1.5 pg 17 # 1, 2, 3, 6, 9, 11, 14.

http://stitz-zeager.com/Precalculus/Stitz_Zeager_Open_Source_Precalculus_files/SZCA07152011.pdf

Try at least 5 practice problems of each of the following:

Read Brennan Chapters 7 & 8

http://www.jamesbrennan.org/algebra/

*OPTIONAL: If you need additional review of basic mathematical notation, review the following pages:

    Useful Properties  http://www.math.com/school/subject2/practice/S2U2L1/S2U2L1Pract.html
    Exponents  http://www.math.com/school/subject2/practice/S2U2L2/S2U2L2Pract.html
    Evaluating Expressions http://www.math.com/school/subject2/practice/S2U2L3/S2U2L3Pract.html
    http://www.mathsisfun.com/algebra/symbols.html
    http://www.mathsisfun.com/algebra/introduction.html
    http://www.mathsisfun.com/exponent.html
    http://www.mathsisfun.com/algebra/equation-formula.html
    Read Chapter 1  http://www.jamesbrennan.org/algebra/
",1387,39,1359602213
1792089,"your numerator is correct..your denominator is the issue... Once you have foiled what do you have as your denominator?",1388,229,1359602289
1864683,"I don't work here, I am just another student.  To me it looks like your denominator is wrong. :)

Good luck!",1389,229,1359602340
1864683,"You can also hold ctrl and use a scroll wheel on your mouse.  I had to make mine GIANT but I could eventually read it :)",1390,110,1359602512
2446067,"I see nothing wrong with your answer. Good Job!


I have also been having problems with some of my answers to the quizzes, where the correct answer will not be allowed, so you are not alone there. I think it might be a small bug in the system.   =/",1391,202,1359602631
2446067,"Oh orz...
Wow.
I REALLY need to make sure I don't make stupid mistakes...
Just yesterday I tried to say 3^3 was 9.

Thanks for helping me. I really appreciate it =).",1392,229,1359602929
1792089,"if you click on the equation it will make it bigger
",1393,110,1359603222
1401146,"i'm having problems putting the answers in the questions to all of the quizzes. i have all of the problems done. can anyone help!!!!!!!!!!!!!!!!!!!!",1394,230,1359603582
1793280,"Hey sounds good to me! ",1395,223,1359603746
1838178,"I put 27/8 n went from there simplifying both numbers with the 2/3 exponent. My answer comes out to 9/4 but it says its wrong.",1396,203,1359603795
1706066,"Sounds like a great idea!!",1397,201,1359603902
2505537,"change of browser. i am using chrome. no problem...


",1398,230,1359603903
1792089,"There is no need to use the inverse. $$\frac {-8}{-27}^\frac{2}{3}$$ will become positive when it is squared. Only need to use the inverse if you get to the end and it is still negative",1399,203,1359604193
2255712,"I'll be 40 in a couple months - can I join???  

I am stuck in rationalizing an exponent.  which is good at least I am moving along!!  I got stuck on Properties of integer exponents this morning -- I could NOT FIGUERE OUT what they were asking.  Felt silly when I finally got it!

I am taking this class cause I homeschool my son - he's blowing through his math like it's going out of style.  He's started Pre-Algebra and he's only 9.  I THOUGHT I would be ok cause I aced Collage Algebra through Calc in college.  However it appears I have FORGOTTEN EVERYTHING!!

Soooo  I am trying to take this class in an attempt to stay a step ahead of him,",1400,223,1359604200
1793280,"I know how you feel. When my girls asked for help in math in high school I thought - no problem! I had college calf so this should be a breeze! Well I was good to a point. It really made me want to refresh my math skills. I also would like to go back to school some day and will need the math for that too.",1401,223,1359604535
2509769,"I'm John and I'm in Ohio. It's been 30 years since my last math class so I'm apprehensive but excited too. ",1402,4,1359604705
1622454,"See the ""How to enter math expressions"" tab for information on how to input your answer into those boxes.",1403,230,1359604711
1838178,"Sneaky! Then y so adamant about the rule b cannot be negative when n is even? It seemed to go straight against it.",1404,203,1359605042
1706066,"Writing the negative in front of the 7.5 causes the whole number to be negative. For future reference, write your answers that are in scientific notation like this: 7.5e-6",1405,202,1359605087
1706066,"Sure, it is www.getstudyroom.com 

If you reply back in the next few minutes, I can give you a tour of the study room.",1406,59,1359605220
2505537,"i am there too...

i answered (something like) that was false :
7+(5+n)=(5+n)+7, Commutative Property of Addition 
FALSE because it is not COMMUNICATIVE but ASSOCIATIVE. and i got it wrong. is it a mistake or i don't understand something ???
thank you.",1407,122,1359605267
2122357,"I have taken Quiz #6 three times and cannot figure out what I am doing wrong.  I get 13/2 + 3 sqrt (3).  Where can we go to get an explanation?  ",1408,229,1359605596
1857892,"Was this actually fixed? I'm having the same problem. ",1409,53,1359605983
414784,"Hey fellow students,

I have listen to all of the videos at least 3 times to understand. I am now on Rational exponents and very stuck.  That means again I will have to listen to the videos a couple of times.  I am a grandmother of 3 ranging from ages 17.11. and 10.  When I holler help come and help Please...  But so far I like this class.  I haven't been in college since 1992.  Let's all hang in there.  Here is some encouragement to ",1410,223,1359605992
1792089,"The $$n$$ was not even the $$m$$ is. The example we were given in the lecture was $$b^\frac{m} {n}$$ with b cannot be negative when $$n$$ is even. The $$n$$ in this case is 3 so it is OK",1411,203,1359606070
414784,"my fellow students I have had a couple of strokes.  Ineed help",1412,223,1359606128
414784,"Amy, I have had several strokes. But what is good we can continue to listen and soon we'll get it!!!  Good Luck!!!
",1413,223,1359606246
1921049,"I'm having problems submitting square root answers. If the sq rt symbol was available it would make things easier. Can anyone give me an example of how to submit a square root answer I'd appreciate the help.",1414,121,1359606272
311274,"I am having the same difficulties.The exponents are so hard to interpret. None of the solutions have helped. I printed the quiz and I'm going to try to enlarge it on our copier at work. Thanks for posting all the suggestions. My computer skills weak. ",1415,110,1359606300
1792089,"make sure your entire numerator is over 2 not just one part of it",1416,229,1359606342
1401146,"The problem summary:


Steps to reproduce:i'm in chrome i have used the math expressions and i still can't get my answers put in the quizzes. now what should i do? i know the due date is 2/2/13.
1.
2.
3.

If you are also experiencing this issue, please upvote this post.",1417,231,1359606476
1788723,"I got the first one right K...I nEED help in the other ones...please help",1418,220,1359606879
2371611,"i finished my quizes then wat i hav to do in week 1",1419,220,1359607047
2254056,"I'm old enough to be a granny (45) but I have a 3 year old kid! Happy to be a part of this group. I've been watching the videos, then pausing on the final frames that give the full explanation, then I do the quiz in another tab so I can flip back to the example. It has been very helpful.",1420,223,1359607082
1788723,"Hey muchachos ayudenme en el quiz 3, agarre la K bien pero tengo problema para las otras, una ayudita no?",1421,191,1359607133
2254056,"Also, I've done the first 5 quizzes so far, and Quiz 3 on the integer exponents was for me the hardest and most confusing! I found this discussion very helpful (the discussion more than the one chart on scribblar it refers to): https://class.coursera.org/algebra-001/forum/thread?thread_id=149",1422,223,1359607176
1594972,"Doh... why didn't I think of that !!",1423,174,1359607813
2274406,"Howdy Sarah,

You may have your answer already but in case you don't...Start by grouping all your like terms:
**4 over 6** *multiplied by* **x^-3 over x^-8** *multiplied by* **y^5 over y^-5** *multiplied by* **z^-2 over z^5**.  This should all be in () with your ^-2 on the outside.
  
((4/6)*(x^-3/x^-8)*(y^5/y^-5)*(z^-2/z^5))^-2

I'm not sure the above will render correctly as I haven't quite got the hang of entering data.  Hope it helps though.

Buchanan
",1424,179,1359607867
2058036,"The problem summary:
Someone wrote that the quiz can be answered with (4*x*y^2)*((x^2)*y)^(1/3) which also generates my answer in the preview. However, for an hour I tried to enter the answer in this form 4*xy^2*root((yx^2),3). The preview shows the the desired result but the test fails. Can someone please let me know what I do wrong. It is really adverse to learning when you have the correct result but cannot enter it, since you start to second guess yourself.

Steps to reproduce:
1.
2.
3.",1425,232,1359608684
1655218,"Try raising the contents of the radical to the 1/3 power instead.  That seems to work.

For example, type 4*xy^2*(y*x^2)^(1/3)",1426,232,1359609282
2029995,"I finally got them all right!!! :D   It took me 12 or 13 tries, but I got them all right  just now.  ",1427,24,1359609349
978772,"you missed an asterisk between x and y variables. It writes 4*x*y^2*root((x^2*y),3)",1428,232,1359609377
2341198,"I kind of agree Stephen. I feel i big jump was made from the presentation to the quiz. I'm a bit lost!!! Haven't had time to sit down and do the quiz yet but I had a glimpse at it last night after watching the lecture and it scared me a bit.
I did watch some khan academy videos though which have helped a bit. I recommend so of those as additional viewing.",1429,177,1359610237
1974358,"Hi! Just wondering...anyone from SoCal and interested in a study group meet up?",1430,233,1359610528
978772,"for k an ex. will be (6/9)^-2 
first= 6^-2  /  9^-2 each term power to -2 
second = 1/6^2   /   1/9^-2 appy 1/b^n where n is 2(because we want a positive exponent) and b the #
third=  1/36 /   1/81 appy de exponent
fourth= 1*81 / 36 *1 multiply the outer terms(numerator) and inner terms(denominator) 81/36
fifth= 9/4....finally simplify.",1431,220,1359610664
1258011,"I was able to register mine and get started with it, by putting only 2 numerals in (ie NS instead of NSW)",1432,8,1359611319
1909885,"I am 27.  Just keeping my brain active and this is a nice refresher so far.  Took Algebra about 14 years ago.  Man I feel old saying that.  ",1433,51,1359612012
2096021,"Hi friends,
I am Ambika from Kerala, India.  I don't know how to take the second question in quiz.  Please help me.",1434,214,1359613352
2386902,"вроде бы все нормально было со скобками
но я уже написала с root, так что вопрос решился сам собой:)",1435,28,1359614112
2196486,"Just wanted to say that I thought it was great how quickly and graciously Coursera staff and the professors dealt with the quiz bugs. I didn't feel like they were pushing ALEKS or that any students HAD to buy access to it - I didn't. It was clearly stated as optional and not necessary. I do think, however, that the quizzes should have more questions! Overall, keep up the great work! :) 
",1436,195,1359615178
1162981,"the same thing... I can not make my home work...",1437,113,1359615293
2386902,"когда я писала y^2*...*y^(1/3), он мне выдал в превью y^(7/3) и ответ не принял.
а когда я писала y^2*...*root(y,3), в превью был корень третьей степени, и ответ прошел",1438,28,1359617248
2426918,"This is probably a simple question but how do I make the first part as the numerator and the second part as the denominator? I'm have a a hard time getting the answer looking the way it should.",1439,229,1359617884
767119,"15 right now.",1440,51,1359618088
2307660,"Hi all, I'm 28, like many people here, refreshing my brain for joining a graduate school soon.",1441,51,1359618326
1226835,"I'm 33 sharpening math skills for work",1442,51,1359618591
1964029,"Hi I am in the USA,  New Orleans.  Enjoying the course so far.
",1443,4,1359618799
1964029,"I would like to thank everyone also. This course is great just finished up the quizzes for this week looking forward to next week. Had a great time working through all the problems.  ",1444,112,1359619567
2397543,"The Problem Question on the Properties of Integers exponents lesson (3:56,6:28) says ""simply"" instead of ""simplify."" 

Steps to reproduce:
1.Quintuple Check :]",1445,234,1359620948
1594972,"Sorry folks but I see little similarity between the two courses in the weekly load. I thought, according to these posts, week one for both courses would be the same. True, first , oh maybe 9 lectures and quizzes are identical but week one in precalc goes on seemingly forever past this course. I'm wondering if I am misreading something ??",1446,58,1359623496
920137,"Does anyone understand quiz problem 3 about what ""K"" is? 
any help will be nice..... 
Thanks",1447,235,1359624486
2486546,"Hi,
I am still having problems. If I gather the like terms I get:
4 x ^-3 and x^-8
y^5 and 6y^-5
z^-2 and z^5
If I answer the second question I get:
^-2 - ^5 x -2 which equals 14 this is correct.
If I do the same with the other questions 3 and 4 :
^5 -^-5 x -2 I get -5
and
-3 - -8 x -2 I get -19
The quiz returns these answers as wrong.",1448,177,1359625744
1029241,"sqrt() is only for square root. Instead, use root(x, n), where x is the radical (e.g., a^3*b) and n is the n^th root. ",1449,145,1359625876
1029241,"sqrt() is only for square root. Instead, use root(x, n), where x is the radical (e.g., a^3*b) and n is the n^th root. ",1450,145,1359626015
1029241,"sqrt() is only for square root. Instead, use root(x, n), where x is the radical (e.g., a^3*b) and n is the n^th root. ",1451,145,1359626016
2209786,"I had this problem too.  If there is only one question, we should be told. How else are we to know otherwise?",1452,122,1359628117
2335302,"Is it possible to check the course material in the future?",1453,236,1359629008
2120255,"You simplify the expression.  If the simplified expression looks like 5/8 z^20/(x^14*y^22), then k = 5/8.

That's all you would put for question 1.  For question 2, the value of r would be 20",1454,235,1359630493
1789323,"Please how am i to submit a question with a square root involved in the answer?",1455,237,1359630589
2120255,"sqrt(5) for square root of 5",1456,237,1359630704
1789323,"Please how am i to present an answer with this format   13+3 square root of 3 all divided by 2",1457,237,1359631019
2120255,"I am 66.  Helping out in this course right now since I remember most of this math.  

Hope I continue to remember the math lol.

This is what lifelong learning is all about!!

Coursersa -- what a great idea!!

And now I can tell my grandchildren I am taking a MOOC.  Who would have thought!!",1458,51,1359632318
1789323,THANKYOU,1459,237,1359632439
1822156,"Γειά σε όλους από την όμορφη Κρήτη! Καλά διαβάσματα!",1460,102,1359632643
1982545,"I´m from Blumenau, south of Brazil - geographic coordinates -26.916722,-49.066443
",1461,4,1359633305
1630198,"This is very frustrating and users in the UK had the same issue but they have found that putting in 2 letters (like the US format) for 'State' in the billing address allowed payments to go through. It worked for me. Hope this helps.",1462,217,1359633879
767119,"So, how old are you all?",1463,59,1359634530
1967521,"Totally Love Khanacademy..They make the hardest of concepts sound very easy ! It's a great platform apart coursera !",1464,40,1359635506
1967521,"Heya..I'm 13.and finished algebra 1 and 2 ..I'm just here to revise my old concepts again !",1465,51,1359635816
1838178,"Aha! Im an idiot! I kept thinking the n had to be positive not even. Thank u so much!",1466,203,1359637014
274373,"Not robotic so much as auto-tuned. Somehow in recording and uploading, her voice is distorted. It doesn't bother me, but it is noticeable.",1467,80,1359637878
2031656,"Hello. I'm from Japan.",1468,4,1359638514
1671555,"I hate to say it but I'm about to bow out of this course. There is a huge gap between what the lectures cover and the content of the quiz. That may be fine for advanced math students or if you're in a traditional classroom situation where there's greater opportunity to easily interact but I find the current format very frustrating. time wasting and most important, a poor approach to teaching. 

There should be a progression of difficulty in problem solving using a building block approach. There isn't here. I think at least for me I'm better off grabbing a traditional text book and using Khan Academy presentations. Saul clearly knows how to deliver content and it speaks volumes that students in this course are constantly being referred to his teaching methods.

Good luck,

Steve ",1469,177,1359639668
1534844,"Hi! I'm from Kazakhstan)",1470,4,1359639677
1975214,"Is there anyway to make the questions on the quiz larger so that I can see the exponents and all of the letters.  I can't read them all in the quizzes.  Please let me know if you have any suggestions.",1471,235,1359639697
1479748," Properties of Integer Exponents
Very confusing way of teaching the video shows something different than the quiz maybe keep it simple stupid and use multiple choice instead translating key board to math expression is ridiculous and time wasting ",1472,177,1359640151
1534844,"Pay attention to where  x, y, z -  in the numerator or denominator?  if it's in the denominator, you should change  sign of exponent  by the opposite.",1473,177,1359640514
46674,"I am so disappointed because couple days ago answer most of the questions, i had only 13 to go. But i looked at today i don't see any of my answers, it appears i didn't submit at all. Do i have to start from the beginning? I have a busy life. I don't have plenty of spare time to play here. I am here to learn, to extend my knowledge. Now the result i have to resign from the course. Biggest frustration!!!!",1474,237,1359640605
464897,"Hello I'm from Perú 
Greetings to you all =) ",1475,4,1359641044
2281570,"Press and hold Ctrl and scroll up with your mouse to zoom in, scroll down to zoom out :)",1476,235,1359641107
1279290,"DId you save them at least? Then you can just submit them.
If you neither saved nor submitted your answers, I'm afraid, you have to start over again.",1477,237,1359641553
2276059,"grow up and lets do some Algebra and Precal and have fun getting know each other. 
grannie",1478,25,1359641639
2174840,"I keep getting x wrong!!!  The other 3 answers are correct.  I cannot for the life of me figure out what I""m doing wrong.  ",1479,223,1359641863
1529439,"i am sorry but am having a bigger problem with entering answers than doing problems  ie ques ans -11-8sqrt(44) on my preview returns  -8sqrt44-11 please help  is there a pdf or site to help with entries or a diff format for answers",1480,238,1359641918
1183780,"А как записать log с основанием x?
Ведь в Quiz: Properties of Integer Exponents они просят найти s,t,r, а это степени???",1481,28,1359642143
116465,"Shanna this is correct ((4/6)(x^-3/x^-8)(y^5/y^-5)*(z^-2/z^5))^-2 , i don't know after that, can i divide 4/6 and this is 0.6 and then i don't now, can anyone help me ?? ",1482,179,1359642196
1713972,"They've entered a new page in the table of contents (to the left of this page) to help people with this. I only just noticed it...http://help.coursera.org/customer/portal/articles/967821
Good luck!
Erica",1483,238,1359642210
2174840,"I'm stuck.  I absolutely cannot figure out what I'm doing wrong.  I have the answers correct for K, Z and Y, but X is ALWAYS WRONG.  Help!  What might I be doing wrong???

Thanks in advance.  I'm seriously so frustrated with this one quiz that i'm thinking this may be beyond me.  I need encouragement.",1484,220,1359642280
2174840,"It would be helpful if an instructor was available to guide us.  The problem with an online course is that you cannot go to the instructor for guidance.
",1485,220,1359642688
116465,"Pershendetje... desha te di a ka ndonje shqiptar ketu, mund te diskutojme sebashku reth problemeve ne Algjeber.",1486,239,1359642824
2302585,"I'm glad I'm not the only one having issues with this quiz.  I watched the lecture twice, then looked at the quiz and thought, ""wow, that's not even what the lecture seemed to be about.""  I thought there was a huge leap between the lecture and the quiz.  I'm considering unenrolling for some of the same reasons cited above.  I wish there had been a building block approach vs. the leap that was made after just three lectures.",1487,177,1359642966
1529439,"hello i am really getting confused spending more time trying to enter ans than doing math enter 
-16-7*sqrt(14) returns -7*sqrt(14)-16 help is there any way of submitting answer in this format and maybe you can help",1488,183,1359643302
1751010,"For me, they are paced, which is really good. When learning Maths I like the teachers don't go fast. I like taking notes and see what I'm learning with my own handwriting. I don't pay attention to the voice as a voice, but to what the teacher is saying in order to understand and learn.",1489,80,1359643409
2186810,"Getting Error Parsing Submission no matter how I enter my answer.  I'm getting so frustrated!!!!!",1490,55,1359643782
1529439,"went have checked it out  for some reason even when typing what i have seen in forums i get a wrong preview ie forum says enter -3-8*sqrt(77) gives ans to quest 4 but when i type same preview returns -8*sqrt(77)-3.  numbers changed to protect the innocent:-)
",1491,238,1359644182
1163452,"Quiz  of Multiplication Involving Square Roots and Quiz No3
CAN SOMEONE PLS HELP  ME OUT HERE?? AM VERY SURE AM GETTING THE RIGHT ANSWERS FOR THE QUIZES BUT THE SOMEHOW THE SYSTEM IS NOT TAKING IT...",1492,220,1359644528
2057967,"I'm up and running too:) Thank you all :)",1493,169,1359644686
1820336,"Nίκο συμφωνώ αν μου απλοποιήσεις πρώτα αυτό:

$$\dfrac{a(5a-9b)+2b(a-3b)}{2b(4a-5b)-3a(3b-a)}$$",1494,102,1359644779
2174840,"Let me rephrase my earlier question.  How is solving the problem for X different than K, Z and Y?  I have worked X the same way I did the others, but my answer is wrong.  
",1495,220,1359645611
1394587,"I enjoy learning with the computer!!!!!!!!!!!!",1496,59,1359645972
349611,"There is a link to math.com for extra help doing practice problems. I went to it and it seems pretty pointless or it simply does not work on a Mac. I tried doing a practice problem on it in both Safari & Chrome and it didn't do anything. I'm going to stick with Khan Academy for practice problems in place of the options given here.",1497,240,1359646010
1394587,"i am12 hahaha!!!!!!!!!!!!",1498,59,1359646049
2013321,"What does the second equation have to do with the first equation in each quiz question? In the video we are taught to simplify and equation, i.e. like that of the first equation for each quiz question. But in the quiz, there is a second equation. What do the k and r in the second equation have to do with the first equation? I am totally lost as to what I am suppsoed to be doing.",1499,220,1359646662
2412867,"I have got a problem in week 1 Quiz 3

i am not able to find the answers and also  the confusion is that the font size of the sums is also a bit small so I amnot able to recognize whether it is s or 8 .

If you are also experiencing this issue, please upvote this post.",1500,241,1359646911
2174840,"I know it reads strange....but work the problem and then break it down as follows:

to get the answers for K, (this is the first portion of the equation - think no exponents here)...
then r is really the result you get for the exponent of Z**.  
S is what you get for the exponent of X 
and  T is what you get for the exponent of Y.",1501,220,1359647284
2471565,"I like it. I can take a snapshot of the lecture and have a printed copy of the information.",1502,80,1359647373
2470137,"after i foiled the first time i ended up with 5*sqrt(9)+5*sqrt(3)-2*sqrt(3)-2/sqrt(9)+sqrt(3)-sqrt(3)-1    Am I on the right track
",1503,52,1359647611
2174840,"Holy cow!  I FINALLY got it!",1504,220,1359647711
1529439,"but is -16-7* sqr(14) the same as -7*sqrt(14) -16 ",1505,238,1359648275
1529439,"hate to miss cert because of syntax illiteracy and not math illiteracy",1506,238,1359648588
2057661,"Would someone be willing to contact me, so I can show them my work and they can help me figure out what I am doing wrong?  I have the correct answer for the exponent of y, but the others are wrong. =(",1507,242,1359649380
1827679,"I have a problem. In Profile:

ON-HOLD (1)

University of California--Irvine
PreCalculus / Coursera - Math 1A - Jan 2013 - Algebra
Instructor: Prof. Lehman
Last Login: 01/31/2013
Class Code: K3UAW-JUFD9
Reference: VKISELEV-1
Show less
Reactivate
Your access is suspended. You cannot reactivate access until 04/04/2013.

How to start the course? How to join my class?

When I try to add a class:
You are already registered in this class. Please provide a new class code or return to your classes.",1508,243,1359649406
2309199,"how do I write this expression in the solution without getting an error:

5/√2
?? 
This is giving me 2/5√2
5/sqrt(2)",1509,183,1359649502
2057661,"I am 27 and was horrible at math in high school and college.  Apparently, not much has changed.  HAH!",1510,51,1359649583
1529439,"thank you mich for the support carl you would not blieve the howmuch time ive spent arguing with this comp when all i had to do was submit for green check you can bet next time will do the math :-) both ways  much appreciated",1511,238,1359649587
514628,"I agree that some of the mean-spirited comments are uncalled for.  However, I support well thought out negative feedbacks because they only helps Coursera and all its participants learn and improve their products.  This is how we grow as a society.  This is how we improve and get better.  I would like some of us to tone down the attack and discuss this in a more civil manner.  


P.S.  on a more personal note that have nothing to do with this.  I don't like to be attack and/or criticize as much as the next person.  It is irksome and annoyance sometime, but it adds more flavors and spices to life.  It is what makes the world a great place to live.  I don't want to live in a utopia where everyone acts and think alike.  It is so boring to me:)",1512,195,1359649706
1998741,"Are there due dates for the Quizz's? Or can you complete them at your own pace? 
I will be travelling for 3 weeks this month, and was planning on catching up on the work I missed when I got back. Is that a possibility, and will it effect my grade? ",1513,227,1359649787
1529439,"thanks carl your help and patience is much appreciated if i had submited instead of whining
would have got my check a lot sooner next time will do math both ways thankyou thankyou thankyou 



",1514,183,1359650050
514628,"Khan Academy is a good place to get a refresher on most topics.  It is a great site and Salman Khan is a very good instructor.  However, the materials on his lectures lack depth.",1515,40,1359650054
2092760,"The problem summary:
During the video, in the first example the lecturer simplifies

5sqrt (9*5) to =  5sqrt (9) * sqrt (5),

I thought it was meant to be 5sqrt (9) * 5sqrt (5)

Does the 5 in the radical cancel out the 5 index?- Im not sure how to get the same answer?

Thanks in advance =)

Steps to reproduce:
1.
2.
3.",1516,244,1359650136
1548966,"thanks for the help karen i was tryin to over simplify it n complicated it for myself figured it out now!
",1517,71,1359651009
1780701,"I am unenrolling from this course and am starting to use ALEKS because it tests me on what I know and teaches me what I should know. Anyway, please have a good rest of the course....

Ashlyn",1518,59,1359651109
978772,"Hi, let see your work so I can help you out.",1519,242,1359651144
2082175,"Hi am stucck in quiz 3. Can anyone help me


",1520,242,1359651330
2174840,"Hi All,

After hours of trial and error, I FINALLY got the answers to Quiz on Properties of Integer Exponents.

I am now working on Multiplication Involving Square Roots.  Watching the lecture, I was keeping up until she got to the foiling bit.

I understood = 15 times the square root of 9, from the groups above,  but then she says minus 10 times the square root of 6. Where did she get this?  Yikes! :)",1521,223,1359651644
